547	857
368	864
524	864
371	860
246	838
88	837
340	863
204	850
349	850
611	859
664	862
812	849
223	872
600	859
38	845
132	861
486	855
527	856
425	836
121	870
695	858
612	842
513	836
477	873
456	850
295	842
33	842
680	851
95	835
398	845
756	837
3	837
622	864
674	865
401	865
254	855
580	867
89	858
602	873
455	863
287	870
140	860
196	859
193	835
633	869
48	844
561	862
235	859
208	842
519	865
508	865
770	874
249	861
238	861
763	844
94	847
469	864
740	860
485	836
512	862
796	859
116	862
587	865
721	865
568	861
473	852
219	856
44	864
607	852
356	843
744	839
211	852
463	835
652	860
139	854
694	838
231	848
766	854
14	850
549	856
800	874
683	865
569	843
435	852
675	861
530	870
276	874
36	865
759	851
363	851
687	844
436	835
71	850
174	835
668	840
40	844
811	861
374	860
728	854
564	859
345	842
500	865
427	862
359	844
576	851
336	860
136	844
390	849
481	869
431	859
128	858
454	870
97	852
423	864
215	835
59	844
67	857
181	842
466	853
538	869
644	850
362	872
101	840
405	861
268	837
21	835
573	835
155	835
166	835
774	843
450	859
670	862
52	849
207	872
724	842
419	862
10	843
630	835
462	842
135	865
420	836
348	847
698	835
35	872
598	860
393	855
404	864
685	874
330	835
173	842
814	866
382	854
162	860
28	869
751	846
660	835
332	853
386	842
575	867
819	837
617	860
636	873
651	871
325	868
377	869
400	871
234	848
682	849
184	838
203	851
830	842
704	864
570	873
70	843
47	859
457	843
226	849
834	839
591	843
245	862
791	859
465	865
80	865
154	851
803	842
606	859
6	854
81	857
230	846
639	865
541	869
514	852
804	843
145	869
491	859
293	865
93	849
553	861
681	867
495	838
200	850
769	858
337	837
601	865
487	843
484	856
503	869
78	842
244	865
515	852
309	842
548	849
214	842
248	844
480	849
77	864
397	842
449	843
563	865
697	865
719	865
257	840
556	835
206	865
179	848
712	835
112	858
784	851
658	873
54	844
776	865
483	850
302	838
785	843
525	865
180	858
537	839
74	849
389	861
32	843
283	852
366	859
43	852
160	870
727	865
673	857
822	846
225	856
370	856
708	842
590	868
799	862
146	837
594	838
110	874
396	859
693	835
461	839
218	843
220	871
807	838
806	870
545	838
534	838
829	844
700	870
586	848
818	844
369	841
23	869
275	843
286	843
96	850
13	843
476	842
715	849
252	859
194	845
560	841
57	867
677	859
256	838
58	841
343	852
331	850
237	843
426	868
152	857
582	859
532	849
123	839
415	849
27	862
498	865
42	860
122	843
544	841
239	861
795	850
522	850
761	857
597	853
388	859
240	835
290	854
574	860
711	838
282	859
271	859
555	865
323	869
754	836
821	835
422	848
748	860
768	838
536	842
497	869
391	869
118	872
285	860
411	847
509	852
339	840
236	855
780	839
662	865
46	871
384	857
141	861
615	860
289	857
376	862
479	847
805	859
270	862
334	865
707	872
753	839
828	842
62	842
437	859
365	861
274	850
502	857
106	857
786	854
464	849
126	844
684	852
798	874
182	843
316	843
288	870
745	849
190	874
468	837
277	842
634	869
151	864
68	857
258	847
584	859
604	837
266	869
15	869
623	859
90	872
676	862
679	858
251	835
490	842
259	848
228	842
102	864
688	872
577	846
209	865
4	850
661	854
736	857
482	861
733	870
399	854
308	843
99	849
718	836
129	859
300	848
517	855
402	868
247	842
432	869
445	839
360	853
113	869
227	854
353	841
794	849
648	865
543	858
186	849
523	861
60	871
84	838
641	844
589	843
221	843
232	843
72	863
147	866
516	849
505	849
107	839
22	862
86	865
37	860
710	836
592	862
310	865
299	865
444	874
448	835
125	856
292	844
782	869
691	849
610	861
565	871
124	869
346	842
201	842
105	865
284	858
493	861
170	836
558	841
167	867
189	867
87	847
296	850
588	869
789	859
45	859
380	840
372	836
65	837
329	865
714	865
265	871
447	848
820	855
496	871
98	861
322	862
361	844
550	869
417	843
824	852
531	874
291	865
29	865
143	850
562	852
272	870
11	838
185	874
75	850
326	859
429	844
629	869
637	873
672	849
242	847
816	835
159	840
501	869
713	859
470	863
421	858
702	868
671	862
64	849
599	855
640	865
355	862
717	865
424	850
542	842
26	849
82	848
823	861
364	844
280	860
492	850
428	847
504	842
197	843
253	842
199	871
2	851
765	864
831	846
725	837
56	840
557	844
797	853
705	868
747	843
172	871
352	838
801	850
333	843
165	859
446	869
720	843
572	865
827	835
409	847
626	854
458	861
158	847
535	843
659	860
732	844
690	838
127	859
25	848
191	871
34	835
808	848
451	867
306	839
781	840
318	859
833	868
739	861
264	869
716	868
762	835
614	857
511	835
645	835
312	873
321	851
131	870
394	844
